2026/06/14 16:21:01.729, 0, 0, 73.39
2026/06/14 16:21:02.733, 0, 0, 73.45
2026/06/14 16:21:03.733, 4, 0, 73.43
2026/06/14 16:21:04.735, 385, 0, 98.80
2026/06/14 16:21:05.735, 385, 0, 119.49
2026/06/14 16:21:06.735, 385, 0, 119.49
2026/06/14 16:21:07.736, 3087, 0, 119.55
2026/06/14 16:21:08.736, 3087, 0, 119.52
2026/06/14 16:21:09.736, 4649, 4, 119.72
2026/06/14 16:21:10.737, 5771, 0, 121.19
2026/06/14 16:21:11.737, 30689, 15, 136.04
2026/06/14 16:21:12.737, 30689, 14, 120.59
2026/06/14 16:21:13.737, 30689, 15, 120.67
2026/06/14 16:21:14.738, 30689, 8, 120.67
2026/06/14 16:21:15.738, 30689, 0, 120.54
2026/06/14 16:21:16.738, 34403, 23, 124.08
2026/06/14 16:21:17.738, 42727, 100, 259.93
2026/06/14 16:21:18.739, 42729, 100, 276.02
2026/06/14 16:21:19.739, 42729, 100, 275.53
2026/06/14 16:21:20.739, 42731, 100, 280.32
2026/06/14 16:21:21.739, 42733, 100, 280.17
2026/06/14 16:21:22.740, 42733, 92, 271.90
2026/06/14 16:21:23.740, 42733, 0, 121.27
2026/06/14 16:21:24.740, 42797, 0, 130.80
2026/06/14 16:21:25.740, 42797, 0, 119.86
2026/06/14 16:21:26.741, 42797, 0, 119.72
2026/06/14 16:21:27.741, 42797, 0, 119.68
2026/06/14 16:21:28.741, 42799, 100, 291.20
2026/06/14 16:21:29.741, 42799, 100, 297.14
2026/06/14 16:21:30.742, 42799, 100, 298.48
2026/06/14 16:21:31.742, 42799, 100, 298.03
2026/06/14 16:21:32.742, 42799, 100, 298.73
2026/06/14 16:21:33.742, 42799, 100, 297.62
2026/06/14 16:21:34.742, 42799, 0, 261.22
2026/06/14 16:21:35.743, 42799, 28, 130.32
2026/06/14 16:21:36.743, 42799, 100, 295.02
2026/06/14 16:21:37.743, 42799, 100, 298.53
2026/06/14 16:21:38.743, 42799, 100, 299.09
2026/06/14 16:21:39.744, 42799, 100, 297.26
2026/06/14 16:21:40.744, 42799, 100, 298.03
2026/06/14 16:21:41.744, 42799, 100, 296.54
2026/06/14 16:21:42.744, 42799, 100, 296.32
2026/06/14 16:21:43.745, 42799, 100, 295.23
2026/06/14 16:21:44.745, 42799, 100, 297.35
2026/06/14 16:21:45.745, 42799, 100, 296.60
2026/06/14 16:21:46.746, 42799, 100, 299.22
2026/06/14 16:21:47.746, 42799, 100, 296.67
2026/06/14 16:21:48.747, 42799, 100, 295.26
2026/06/14 16:21:49.747, 42799, 100, 300.47
2026/06/14 16:21:50.747, 42799, 100, 296.39
2026/06/14 16:21:51.747, 42799, 100, 296.44
2026/06/14 16:21:52.748, 42799, 100, 297.58
2026/06/14 16:21:53.748, 42799, 100, 299.40
2026/06/14 16:21:54.748, 42799, 100, 297.35
2026/06/14 16:21:55.748, 43759, 100, 299.07
2026/06/14 16:21:56.748, 45099, 100, 323.40
2026/06/14 16:21:57.749, 45099, 100, 324.15
2026/06/14 16:21:58.749, 45099, 100, 323.46
2026/06/14 16:21:59.749, 45099, 100, 326.87
