2026/06/13 20:52:33.455, 0, 0, 73.35
2026/06/13 20:52:34.461, 0, 0, 73.38
2026/06/13 20:52:35.462, 4, 0, 73.55
2026/06/13 20:52:36.462, 385, 0, 98.97
2026/06/13 20:52:37.462, 385, 0, 119.28
2026/06/13 20:52:38.462, 385, 0, 119.35
2026/06/13 20:52:39.463, 3087, 0, 119.30
2026/06/13 20:52:40.463, 3087, 0, 119.32
2026/06/13 20:52:41.463, 4329, 5, 119.59
2026/06/13 20:52:42.463, 5771, 3, 119.64
2026/06/13 20:52:43.463, 30689, 15, 136.76
2026/06/13 20:52:44.464, 30689, 12, 120.55
2026/06/13 20:52:45.464, 30689, 15, 120.51
2026/06/13 20:52:46.464, 30689, 14, 120.52
2026/06/13 20:52:47.464, 30689, 14, 120.35
2026/06/13 20:52:48.465, 32291, 14, 120.37
2026/06/13 20:52:49.465, 42727, 100, 220.52
2026/06/13 20:52:50.465, 42727, 100, 275.78
2026/06/13 20:52:51.465, 42729, 100, 278.41
2026/06/13 20:52:52.465, 42731, 100, 277.13
2026/06/13 20:52:53.466, 42733, 100, 275.44
2026/06/13 20:52:54.466, 42733, 100, 280.03
2026/06/13 20:52:55.466, 42733, 0, 156.04
2026/06/13 20:52:56.466, 42733, 0, 120.28
2026/06/13 20:52:57.467, 42797, 100, 177.96
2026/06/13 20:52:58.467, 42797, 100, 295.62
2026/06/13 20:52:59.467, 42797, 100, 297.23
2026/06/13 20:53:00.467, 42799, 100, 298.02
2026/06/13 20:53:01.468, 42799, 100, 298.27
2026/06/13 20:53:02.468, 42799, 100, 297.34
2026/06/13 20:53:03.468, 42799, 100, 296.19
2026/06/13 20:53:04.468, 42799, 0, 183.11
2026/06/13 20:53:05.469, 42799, 0, 139.81
2026/06/13 20:53:06.469, 42799, 100, 295.52
2026/06/13 20:53:07.469, 42799, 100, 298.67
2026/06/13 20:53:08.469, 42799, 100, 297.92
2026/06/13 20:53:09.470, 42799, 100, 298.96
2026/06/13 20:53:10.470, 42799, 100, 299.17
2026/06/13 20:53:11.470, 42799, 100, 296.43
2026/06/13 20:53:12.470, 42799, 100, 294.07
2026/06/13 20:53:13.471, 42799, 100, 296.69
2026/06/13 20:53:14.471, 42799, 100, 296.67
2026/06/13 20:53:15.471, 42799, 100, 297.17
2026/06/13 20:53:16.471, 42799, 100, 298.93
2026/06/13 20:53:17.472, 42799, 100, 296.67
2026/06/13 20:53:18.472, 42799, 100, 298.43
2026/06/13 20:53:19.472, 42799, 100, 296.10
2026/06/13 20:53:20.472, 42799, 100, 297.04
2026/06/13 20:53:21.473, 42799, 100, 296.73
2026/06/13 20:53:22.473, 42799, 100, 298.53
2026/06/13 20:53:23.473, 42799, 100, 298.23
2026/06/13 20:53:24.473, 42799, 100, 296.04
2026/06/13 20:53:25.474, 43759, 100, 299.95
2026/06/13 20:53:26.474, 45099, 100, 321.89
2026/06/13 20:53:27.474, 45099, 100, 322.56
2026/06/13 20:53:28.474, 45099, 100, 323.21
2026/06/13 20:53:29.475, 45099, 100, 328.11
2026/06/13 20:53:30.475, 45099, 100, 320.99
2026/06/13 20:53:31.475, 45099, 100, 325.84
2026/06/13 20:53:32.475, 45099, 100, 325.80
2026/06/13 20:53:33.475, 45099, 100, 321.79
2026/06/13 20:53:34.476, 45159, 100, 325.57
2026/06/13 20:53:35.476, 45159, 100, 321.91
2026/06/13 20:53:36.476, 45159, 100, 325.47
2026/06/13 20:53:37.476, 45439, 100, 322.16
2026/06/13 20:53:38.477, 45439, 100, 327.71
2026/06/13 20:53:39.477, 45439, 100, 326.70
2026/06/13 20:53:40.477, 45439, 100, 326.70
2026/06/13 20:53:41.477, 45619, 100, 328.58
2026/06/13 20:53:42.478, 45619, 100, 328.28
2026/06/13 20:53:43.478, 45619, 100, 329.35
2026/06/13 20:53:44.478, 45619, 4, 264.13
2026/06/13 20:53:45.478, 45619, 0, 124.37
2026/06/13 20:53:46.479, 45619, 0, 123.80
2026/06/13 20:53:47.479, 45619, 0, 122.95
2026/06/13 20:53:48.479, 45619, 0, 122.38
